Suburb,Rooms,Type,Price,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname,Propertycount
Brunswick West,2,h,816000.0,28/08/2016,5.9,3055,3.0,2.0,1,343.0,1930.0,Moreland,Northern Metropolitan,7082
Brunswick West,4,h,1585000.0,30/07/2016,5.9,3055,4.0,1.0,2,562.0,1920.0,Moreland,Northern Metropolitan,7082
Brunswick West,4,h,970000.0,30/07/2016,5.9,3055,4.0,3.0,2,499.0,1925.0,Moreland,Northern Metropolitan,7082
Bulleen,3,u,851000.0,3/09/2016,11.8,3105,3.0,1.0,2,385.0,2000.0,Manningham,Eastern Metropolitan,4480
Bulleen,4,h,1300000.0,3/09/2016,11.8,3105,4.0,1.0,2,717.0,1960.0,Manningham,Eastern Metropolitan,4480
Bulleen,4,h,1235000.0,3/09/2016,11.8,3105,4.0,2.0,2,556.0,1957.0,Manningham,Eastern Metropolitan,4480
Bulleen,4,h,1505000.0,3/12/2016,11.8,3105,4.0,3.0,2,410.0,2012.0,Manningham,Eastern Metropolitan,4480
Bulleen,4,h,1303000.0,4/03/2017,11.8,3105,4.0,2.0,2,670.0,1980.0,Manningham,Eastern Metropolitan,4480
Bulleen,3,h,880000.0,4/06/2016,11.8,3105,3.0,2.0,2,514.0,1960.0,Manningham,Eastern Metropolitan,4480
Bulleen,3,t,975000.0,4/06/2016,11.8,3105,3.0,2.0,2,632.0,2013.0,Manningham,Eastern Metropolitan,4480
Bulleen,3,h,990000.0,6/08/2016,11.8,3105,3.0,2.0,1,585.0,1950.0,Manningham,Eastern Metropolitan,4480
Bulleen,3,h,1340000.0,7/05/2016,11.8,3105,2.0,1.0,2,775.0,1965.0,Manningham,Eastern Metropolitan,4480
Bulleen,4,h,1225000.0,7/05/2016,11.8,3105,4.0,2.0,2,723.0,1970.0,Manningham,Eastern Metropolitan,4480
Bulleen,5,h,1490000.0,7/11/2016,11.8,3105,5.0,3.0,2,796.0,1975.0,Manningham,Eastern Metropolitan,4480
Bulleen,3,t,1250000.0,8/10/2016,11.8,3105,3.0,2.0,2,315.0,1960.0,Manningham,Eastern Metropolitan,4480
Bulleen,4,h,1260000.0,10/09/2016,11.8,3105,4.0,2.0,2,730.0,1971.0,Manningham,Eastern Metropolitan,4480
Bulleen,3,h,905000.0,10/12/2016,11.8,3105,3.0,3.0,2,401.0,1965.0,Manningham,Eastern Metropolitan,4480
Bulleen,4,h,1085000.0,10/12/2016,11.8,3105,4.0,2.0,1,1124.0,1960.0,Manningham,Eastern Metropolitan,4480
Bulleen,3,u,787000.0,11/02/2017,11.8,3105,3.0,1.0,2,306.0,1985.0,Manningham,Eastern Metropolitan,4480
Bulleen,3,h,1075000.0,12/11/2016,11.8,3105,3.0,1.0,1,604.0,1960.0,Manningham,Eastern Metropolitan,4480
Bulleen,4,h,1320000.0,14/05/2016,11.8,3105,4.0,3.0,2,411.0,1970.0,Manningham,Eastern Metropolitan,4480
Bulleen,4,h,1302000.0,15/10/2016,11.8,3105,4.0,2.0,2,475.0,1996.0,Manningham,Eastern Metropolitan,4480
Bulleen,3,h,1050000.0,15/10/2016,11.8,3105,3.0,2.0,1,728.0,1965.0,Manningham,Eastern Metropolitan,4480
Bulleen,4,h,1000000.0,16/04/2016,11.8,3105,4.0,2.0,3,672.0,1970.0,Manningham,Eastern Metropolitan,4480
Bulleen,4,h,1300000.0,18/03/2017,11.8,3105,4.0,2.0,2,744.0,1985.0,Manningham,Eastern Metropolitan,4480
Bulleen,3,h,990000.0,22/08/2016,11.8,3105,3.0,1.0,2,602.0,1975.0,Manningham,Eastern Metropolitan,4480
Bulleen,4,h,1100000.0,24/09/2016,11.8,3105,4.0,2.0,2,693.0,1975.0,Manningham,Eastern Metropolitan,4480
Bulleen,4,h,1475000.0,24/09/2016,11.8,3105,4.0,2.0,2,617.0,1998.0,Manningham,Eastern Metropolitan,4480
Bulleen,2,h,903000.0,26/07/2016,11.8,3105,2.0,1.0,1,591.0,1965.0,Manningham,Eastern Metropolitan,4480
Burwood,5,h,1590000.0,3/09/2016,11.7,3125,4.0,3.0,2,661.0,1940.0,Whitehorse,Southern Metropolitan,5678
Burwood,3,h,1300000.0,3/12/2016,11.7,3125,3.0,1.0,2,773.0,1960.0,Monash,Southern Metropolitan,5678
Burwood,4,h,1890000.0,3/12/2016,11.7,3125,4.0,2.0,2,1145.0,1960.0,Whitehorse,Southern Metropolitan,5678
Burwood,3,u,1022500.0,3/12/2016,11.7,3125,3.0,2.0,2,265.0,2000.0,Whitehorse,Southern Metropolitan,5678
Burwood,3,h,1755000.0,4/02/2016,11.7,3125,3.0,1.0,1,931.0,1970.0,Whitehorse,Southern Metropolitan,5678
Burwood,3,u,686000.0,4/03/2017,11.7,3125,3.0,1.0,2,273.0,1980.0,Whitehorse,Southern Metropolitan,5678
Burwood,3,h,1300000.0,4/06/2016,11.7,3125,3.0,1.0,1,667.0,1950.0,Whitehorse,Southern Metropolitan,5678
Burwood,3,h,1160000.0,4/06/2016,11.7,3125,3.0,1.0,1,786.0,1950.0,Whitehorse,Southern Metropolitan,5678
Burwood,4,h,2000000.0,7/05/2016,11.7,3125,4.0,3.0,2,928.0,1996.0,Whitehorse,Southern Metropolitan,5678
Burwood,3,h,790000.0,7/11/2016,11.7,3125,3.0,1.0,2,318.0,1960.0,Whitehorse,Southern Metropolitan,5678
Burwood,4,h,1682000.0,8/10/2016,11.7,3125,4.0,2.0,1,921.0,1950.0,Whitehorse,Southern Metropolitan,5678
Burwood,3,u,625000.0,10/09/2016,11.7,3125,3.0,2.0,1,0.0,2002.0,Monash,Southern Metropolitan,5678
Burwood,2,u,650000.0,11/03/2017,11.7,3125,2.0,1.0,1,194.0,1975.0,Whitehorse,Southern Metropolitan,5678
Burwood,5,h,1060000.0,12/06/2016,11.7,3125,4.0,3.0,2,326.0,2013.0,Whitehorse,Southern Metropolitan,5678
Burwood,4,h,1255000.0,12/11/2016,11.7,3125,4.0,2.0,2,438.0,2005.0,Monash,Southern Metropolitan,5678
Burwood,4,h,900000.0,13/08/2016,11.7,3125,3.0,1.0,4,586.0,1955.0,Whitehorse,Southern Metropolitan,5678
Burwood,2,h,633000.0,14/05/2016,11.7,3125,2.0,1.0,1,276.0,1965.0,Whitehorse,Southern Metropolitan,5678
Burwood,2,h,1350000.0,16/04/2016,11.7,3125,2.0,1.0,2,593.0,1950.0,Whitehorse,Southern Metropolitan,5678
Burwood,3,t,752000.0,17/09/2016,11.7,3125,4.0,2.0,2,217.0,1993.0,Whitehorse,Southern Metropolitan,5678
Burwood,3,h,570000.0,17/09/2016,11.7,3125,3.0,1.0,1,384.0,1950.0,Whitehorse,Southern Metropolitan,5678
Burwood,3,t,745000.0,17/09/2016,11.7,3125,3.0,1.0,2,228.0,1998.0,Whitehorse,Southern Metropolitan,5678
Burwood,5,h,2150000.0,17/09/2016,11.7,3125,5.0,4.0,2,643.0,2014.0,Whitehorse,Southern Metropolitan,5678
Burwood,3,u,746000.0,17/09/2016,11.7,3125,3.0,1.0,2,308.0,1995.0,Whitehorse,Southern Metropolitan,5678
Burwood,3,h,1540000.0,17/09/2016,11.7,3125,3.0,2.0,2,653.0,1950.0,Whitehorse,Southern Metropolitan,5678
Burwood,5,h,1410000.0,18/03/2017,11.7,3125,5.0,2.0,1,824.0,1950.0,Whitehorse,Southern Metropolitan,5678
Burwood,4,h,1800000.0,18/06/2016,11.7,3125,4.0,2.0,2,1393.0,1963.0,Whitehorse,Southern Metropolitan,5678
Burwood,4,t,1270000.0,18/06/2016,11.7,3125,4.0,2.0,2,399.0,2005.0,Monash,Southern Metropolitan,5678
Burwood,4,t,900000.0,22/05/2016,11.7,3125,4.0,3.0,2,381.0,2013.0,Whitehorse,Southern Metropolitan,5678
Burwood,4,h,1250000.0,24/09/2016,11.7,3125,4.0,2.0,2,499.0,2005.0,Monash,Southern Metropolitan,5678
Burwood,4,h,1410000.0,27/06/2016,11.7,3125,3.0,2.0,3,739.0,1970.0,Whitehorse,Southern Metropolitan,5678
Burwood,4,u,800000.0,28/05/2016,11.7,3125,4.0,2.0,1,0.0,1950.0,Whitehorse,Southern Metropolitan,5678
Burwood,3,t,702000.0,28/08/2016,11.7,3125,3.0,2.0,1,170.0,2001.0,Monash,Southern Metropolitan,5678
Camberwell,4,h,2650000.0,3/09/2016,7.8,3124,4.0,2.0,1,652.0,1890.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,u,1017000.0,3/12/2016,7.8,3124,2.0,1.0,2,0.0,1940.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,u,729000.0,3/12/2016,7.8,3124,2.0,1.0,1,137.0,1970.0,Boroondara,Southern Metropolitan,8920
Camberwell,5,h,2600000.0,3/12/2016,7.8,3124,5.0,4.0,1,708.0,1940.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,h,1650000.0,3/12/2016,7.8,3124,3.0,2.0,2,305.0,1998.0,Boroondara,Southern Metropolitan,8920
Camberwell,5,h,2860000.0,4/03/2017,7.8,3124,5.0,3.0,4,753.0,1940.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,h,950000.0,4/06/2016,7.8,3124,2.0,1.0,2,230.0,1994.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,u,615000.0,4/06/2016,7.8,3124,2.0,1.0,1,1107.0,1960.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,h,1987000.0,4/06/2016,7.8,3124,3.0,2.0,2,706.0,1960.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,u,683000.0,4/06/2016,7.8,3124,2.0,1.0,1,146.0,1970.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,h,1690000.0,4/06/2016,7.8,3124,3.0,2.0,1,777.0,1950.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,u,430000.0,4/06/2016,7.8,3124,2.0,1.0,1,0.0,2011.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,u,717000.0,4/06/2016,7.8,3124,2.0,1.0,1,136.0,1960.0,Boroondara,Southern Metropolitan,8920
Camberwell,4,h,2600000.0,7/05/2016,7.8,3124,3.0,2.0,2,600.0,1897.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,h,2325000.0,7/05/2016,7.8,3124,3.0,2.0,2,1133.0,1930.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,u,435000.0,7/11/2016,7.8,3124,2.0,1.0,1,896.0,1960.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,h,2000000.0,12/06/2016,7.8,3124,3.0,1.0,2,821.0,1925.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,h,1302000.0,12/06/2016,7.8,3124,2.0,1.0,1,427.0,1938.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,h,1622000.0,12/11/2016,7.8,3124,3.0,1.0,1,544.0,1930.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,u,502000.0,12/11/2016,7.8,3124,2.0,1.0,1,0.0,1965.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,u,435000.0,12/11/2016,7.8,3124,2.0,1.0,1,896.0,1960.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,h,620000.0,13/08/2016,7.8,3124,2.0,1.0,1,122.0,1960.0,Boroondara,Southern Metropolitan,8920
Camberwell,5,h,2000000.0,14/05/2016,7.8,3124,5.0,3.0,2,801.0,1920.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,u,591000.0,14/05/2016,7.8,3124,3.0,1.0,1,0.0,1960.0,Boroondara,Southern Metropolitan,8920
Camberwell,5,h,2608000.0,15/10/2016,7.8,3124,5.0,2.0,4,730.0,1920.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,h,1780000.0,15/10/2016,7.8,3124,3.0,1.0,1,769.0,1930.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,h,2250000.0,16/04/2016,7.8,3124,3.0,2.0,2,656.0,2009.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,h,895000.0,16/04/2016,7.8,3124,2.0,1.0,1,424.0,1930.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,h,1800000.0,16/04/2016,7.8,3124,3.0,2.0,0,584.0,1920.0,Boroondara,Southern Metropolitan,8920
Camberwell,4,h,1400000.0,16/04/2016,7.8,3124,3.0,0.0,0,693.0,1935.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,u,900000.0,17/09/2016,7.8,3124,2.0,1.0,1,150.0,1970.0,Boroondara,Southern Metropolitan,8920
Camberwell,5,h,2700000.0,17/09/2016,7.8,3124,5.0,3.0,2,802.0,1994.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,u,530000.0,17/09/2016,7.8,3124,2.0,1.0,1,0.0,1960.0,Boroondara,Southern Metropolitan,8920
Camberwell,4,h,2228000.0,18/03/2017,7.8,3124,4.0,2.0,2,813.0,1960.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,t,930000.0,18/03/2017,7.8,3124,3.0,2.0,2,132.0,1970.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,h,1602500.0,18/03/2017,7.8,3124,3.0,1.0,1,405.0,1930.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,h,2177000.0,22/08/2016,7.8,3124,3.0,1.0,2,635.0,1920.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,h,3400000.0,25/02/2017,7.8,3124,3.0,2.0,4,877.0,1960.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,u,820000.0,25/02/2017,7.8,3124,2.0,1.0,1,166.0,1969.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,h,2105000.0,25/02/2017,7.8,3124,3.0,1.0,2,692.0,1940.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,t,1625000.0,25/02/2017,7.8,3124,3.0,2.0,2,283.0,1990.0,Boroondara,Southern Metropolitan,8920
Camberwell,3,h,3300000.0,25/02/2017,7.8,3124,3.0,3.0,2,417.0,2016.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,u,667000.0,27/06/2016,7.8,3124,2.0,1.0,1,83.0,1960.0,Boroondara,Southern Metropolitan,8920
Camberwell,4,h,2015000.0,27/11/2016,7.8,3124,4.0,1.0,4,772.0,1920.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,u,700000.0,27/11/2016,7.8,3124,2.0,1.0,1,631.0,1970.0,Boroondara,Southern Metropolitan,8920
Camberwell,4,h,3225000.0,27/11/2016,7.8,3124,4.0,3.0,1,632.0,1890.0,Boroondara,Southern Metropolitan,8920
Camberwell,5,h,3320000.0,28/05/2016,7.8,3124,5.0,4.0,2,741.0,2009.0,Boroondara,Southern Metropolitan,8920
Camberwell,5,h,2125000.0,28/05/2016,7.8,3124,4.0,3.0,2,603.0,1980.0,Boroondara,Southern Metropolitan,8920
Camberwell,4,h,2030000.0,28/05/2016,7.8,3124,4.0,2.0,2,686.0,1960.0,Boroondara,Southern Metropolitan,8920
Camberwell,4,h,2750000.0,28/05/2016,7.8,3124,4.0,3.0,1,0.0,1912.0,Boroondara,Southern Metropolitan,8920
Camberwell,4,h,2000000.0,28/08/2016,7.8,3124,4.0,3.0,4,697.0,1980.0,Boroondara,Southern Metropolitan,8920
Camberwell,2,h,706000.0,28/08/2016,7.8,3124,2.0,1.0,1,95.0,1960.0,Boroondara,Southern Metropolitan,8920
Camberwell,5,h,2250000.0,28/08/2016,7.8,3124,5.0,5.0,1,639.0,2010.0,Boroondara,Southern Metropolitan,8920
Camberwell,5,h,2740000.0,28/08/2016,7.8,3124,4.0,2.0,2,643.0,2005.0,Boroondara,Southern Metropolitan,8920
Canterbury,4,h,2950000.0,3/09/2016,9.0,3126,4.0,2.0,2,687.0,1935.0,Boroondara,Southern Metropolitan,3265
Canterbury,3,h,1587500.0,3/12/2016,9.0,3126,3.0,1.0,1,459.0,1920.0,Boroondara,Southern Metropolitan,3265
Canterbury,2,u,830000.0,4/06/2016,9.0,3126,2.0,1.0,1,110.0,1960.0,Boroondara,Southern Metropolitan,3265
Canterbury,4,h,2375000.0,7/05/2016,9.0,3126,4.0,2.0,1,653.0,1910.0,Boroondara,Southern Metropolitan,3265
Canterbury,5,h,2900000.0,7/05/2016,9.0,3126,5.0,2.0,2,795.0,1910.0,Boroondara,Southern Metropolitan,3265
Canterbury,3,h,2200000.0,7/05/2016,9.0,3126,3.0,3.0,2,468.0,1890.0,Boroondara,Southern Metropolitan,3265
Canterbury,4,h,2620000.0,7/11/2016,9.0,3126,4.0,1.0,1,717.0,1890.0,Boroondara,Southern Metropolitan,3265
Canterbury,2,h,1305000.0,8/10/2016,9.0,3126,2.0,1.0,1,342.0,1945.0,Boroondara,Southern Metropolitan,3265
Canterbury,3,h,928000.0,10/09/2016,9.0,3126,3.0,2.0,1,145.0,1998.0,Boroondara,Southern Metropolitan,3265
Canterbury,5,h,2930000.0,10/12/2016,9.0,3126,5.0,3.0,4,645.0,2005.0,Boroondara,Southern Metropolitan,3265
Canterbury,4,h,2950000.0,10/12/2016,9.0,3126,4.0,2.0,3,812.0,1927.0,Boroondara,Southern Metropolitan,3265
Canterbury,2,u,722000.0,12/11/2016,9.0,3126,2.0,1.0,1,0.0,1965.0,Boroondara,Southern Metropolitan,3265
Canterbury,5,h,2350000.0,15/10/2016,9.0,3126,5.0,2.0,4,838.0,1910.0,Boroondara,Southern Metropolitan,3265
Canterbury,3,h,1640000.0,15/10/2016,9.0,3126,3.0,3.0,2,352.0,1997.0,Boroondara,Southern Metropolitan,3265
Canterbury,3,h,1680000.0,17/09/2016,9.0,3126,3.0,2.0,1,325.0,1910.0,Boroondara,Southern Metropolitan,3265
Canterbury,5,h,3550000.0,18/03/2017,9.0,3126,5.0,4.0,4,684.0,2013.0,Boroondara,Southern Metropolitan,3265
Canterbury,3,h,1385000.0,18/06/2016,9.0,3126,2.0,1.0,1,444.0,1910.0,Boroondara,Southern Metropolitan,3265
Canterbury,4,h,3400000.0,19/11/2016,9.0,3126,4.0,1.0,4,845.0,2008.0,Boroondara,Southern Metropolitan,3265
Canterbury,3,h,1850000.0,26/07/2016,9.0,3126,3.0,2.0,2,361.0,1995.0,Boroondara,Southern Metropolitan,3265
Canterbury,3,h,1800000.0,27/11/2016,9.0,3126,3.0,2.0,2,316.0,1986.0,Boroondara,Southern Metropolitan,3265
Canterbury,4,h,3145000.0,27/11/2016,9.0,3126,4.0,2.0,2,796.0,2012.0,Boroondara,Southern Metropolitan,3265
Carlton North,3,h,1330000.0,3/09/2016,3.2,3054,3.0,1.0,1,314.0,1900.0,Yarra,Northern Metropolitan,3106
Carlton North,4,h,1425000.0,4/03/2017,3.2,3054,4.0,3.0,0,122.0,1890.0,Yarra,Northern Metropolitan,3106
Carlton North,3,h,2950000.0,7/05/2016,3.2,3054,3.0,1.0,2,499.0,1910.0,Yarra,Northern Metropolitan,3106
Carlton North,4,h,2175000.0,7/05/2016,3.2,3054,3.0,1.0,0,418.0,1920.0,Yarra,Northern Metropolitan,3106
Carlton North,2,t,765000.0,8/10/2016,3.2,3054,2.0,1.0,1,1031.0,1970.0,Yarra,Northern Metropolitan,3106
Carlton North,2,h,800000.0,10/12/2016,3.2,3054,2.0,1.0,1,73.0,2009.0,Yarra,Northern Metropolitan,3106
Carlton North,4,h,2718000.0,11/03/2017,3.2,3054,4.0,2.0,0,538.0,2015.0,Yarra,Northern Metropolitan,3106
Carlton North,1,u,468000.0,11/03/2017,3.2,3054,1.0,1.0,1,861.0,1970.0,Yarra,Northern Metropolitan,3106
Carlton North,2,h,2400000.0,12/11/2016,3.2,3054,1.0,2.0,0,413.0,1900.0,Yarra,Northern Metropolitan,3106
Carlton North,4,h,2520000.0,16/04/2016,3.2,3054,4.0,2.0,2,504.0,1890.0,Yarra,Northern Metropolitan,3106
Carlton North,1,u,390000.0,16/07/2016,3.2,3054,1.0,1.0,1,0.0,1970.0,Yarra,Northern Metropolitan,3106
Carlton North,3,h,2050000.0,18/03/2017,3.2,3054,3.0,2.0,0,84.0,1970.0,Yarra,Northern Metropolitan,3106
Carlton North,4,h,1950000.0,22/05/2016,3.2,3054,4.0,2.0,2,207.0,1900.0,Yarra,Northern Metropolitan,3106
Carlton North,1,u,437000.0,24/09/2016,3.2,3054,1.0,1.0,1,0.0,1970.0,Yarra,Northern Metropolitan,3106
Carlton North,2,u,520000.0,24/09/2016,3.2,3054,2.0,1.0,1,0.0,1940.0,Yarra,Northern Metropolitan,3106
Carlton North,2,u,570000.0,27/06/2016,3.2,3054,2.0,1.0,1,0.0,1975.0,Yarra,Northern Metropolitan,3106
Carnegie,3,u,820000.0,3/09/2016,11.4,3163,3.0,1.0,2,0.0,1989.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,t,795000.0,3/09/2016,11.4,3163,2.0,2.0,1,133.0,2009.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,u,600000.0,3/12/2016,11.4,3163,2.0,1.0,1,73.0,1970.0,Glen Eira,Southern Metropolitan,7822
Carnegie,3,h,1295000.0,3/12/2016,11.4,3163,3.0,1.0,2,425.0,1960.0,Glen Eira,Southern Metropolitan,7822
Carnegie,4,h,1275000.0,3/12/2016,11.4,3163,4.0,2.0,0,365.0,1919.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,u,510000.0,4/03/2017,11.4,3163,2.0,1.0,1,0.0,1970.0,Glen Eira,Southern Metropolitan,7822
Carnegie,1,u,346000.0,4/03/2017,11.4,3163,1.0,1.0,1,60.0,1970.0,Glen Eira,Southern Metropolitan,7822
Carnegie,3,t,860000.0,4/03/2017,11.4,3163,3.0,2.0,1,1113.0,1990.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,u,586000.0,4/03/2017,11.4,3163,2.0,1.0,1,898.0,1970.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,u,772000.0,4/06/2016,11.4,3163,2.0,1.0,2,0.0,1973.0,Glen Eira,Southern Metropolitan,7822
Carnegie,4,h,1506000.0,4/06/2016,11.4,3163,4.0,2.0,2,561.0,1925.0,Glen Eira,Southern Metropolitan,7822
Carnegie,3,t,675000.0,4/06/2016,11.4,3163,3.0,2.0,1,0.0,1990.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,u,525000.0,4/06/2016,11.4,3163,2.0,1.0,2,0.0,2009.0,Glen Eira,Southern Metropolitan,7822
Carnegie,1,u,290000.0,4/06/2016,11.4,3163,1.0,1.0,1,0.0,1960.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,u,360000.0,6/08/2016,11.4,3163,2.0,1.0,1,0.0,1970.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,h,967500.0,6/08/2016,11.4,3163,3.0,1.0,2,299.0,1930.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,h,1350000.0,6/08/2016,11.4,3163,1.0,2.0,2,265.0,1920.0,Glen Eira,Southern Metropolitan,7822
Carnegie,1,u,330000.0,6/08/2016,11.4,3163,1.0,1.0,1,0.0,1970.0,Glen Eira,Southern Metropolitan,7822
Carnegie,3,h,1600000.0,7/05/2016,11.4,3163,4.0,2.0,2,751.0,1923.0,Glen Eira,Southern Metropolitan,7822
Carnegie,1,u,260000.0,7/05/2016,11.4,3163,1.0,1.0,1,0.0,1968.0,Glen Eira,Southern Metropolitan,7822
Carnegie,3,u,1008000.0,7/11/2016,11.4,3163,3.0,2.0,1,300.0,1990.0,Glen Eira,Southern Metropolitan,7822
Carnegie,3,u,1170000.0,10/09/2016,11.4,3163,3.0,1.0,2,0.0,1925.0,Glen Eira,Southern Metropolitan,7822
Carnegie,4,h,1830000.0,10/09/2016,11.4,3163,3.0,2.0,2,687.0,1983.0,Glen Eira,Southern Metropolitan,7822
Carnegie,1,u,250000.0,10/09/2016,11.4,3163,1.0,1.0,1,0.0,1960.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,t,930000.0,10/12/2016,11.4,3163,2.0,2.0,1,166.0,2009.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,u,465000.0,11/02/2017,11.4,3163,2.0,1.0,1,0.0,1970.0,Glen Eira,Southern Metropolitan,7822
Carnegie,4,h,1550000.0,12/11/2016,11.4,3163,4.0,2.0,2,757.0,1930.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,t,707000.0,13/08/2016,11.4,3163,2.0,1.0,1,144.0,2000.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,u,804000.0,13/08/2016,11.4,3163,2.0,2.0,1,0.0,1993.0,Glen Eira,Southern Metropolitan,7822
Carnegie,4,h,1501000.0,14/05/2016,11.4,3163,3.0,2.0,1,598.0,1970.0,Glen Eira,Southern Metropolitan,7822
Carnegie,3,t,970000.0,14/05/2016,11.4,3163,3.0,2.0,2,325.0,2005.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,h,817500.0,16/04/2016,11.4,3163,2.0,1.0,1,211.0,2002.0,Glen Eira,Southern Metropolitan,7822
Carnegie,4,h,1450000.0,16/04/2016,11.4,3163,4.0,2.0,2,557.0,1938.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,t,855000.0,16/04/2016,11.4,3163,2.0,1.0,1,158.0,1994.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,h,675000.0,16/04/2016,11.4,3163,2.0,1.0,1,0.0,1968.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,u,588000.0,16/07/2016,11.4,3163,2.0,1.0,1,133.0,2011.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,u,455000.0,16/07/2016,11.4,3163,2.0,1.0,1,0.0,1970.0,Glen Eira,Southern Metropolitan,7822
Carnegie,3,u,920000.0,17/09/2016,11.4,3163,3.0,2.0,1,283.0,2005.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,u,656000.0,18/06/2016,11.4,3163,2.0,1.0,1,103.0,1970.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,h,930000.0,18/06/2016,11.4,3163,2.0,1.0,1,264.0,1930.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,u,415000.0,18/06/2016,11.4,3163,2.0,1.0,1,0.0,1970.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,u,650000.0,18/06/2016,11.4,3163,2.0,1.0,1,174.0,1975.0,Glen Eira,Southern Metropolitan,7822
Carnegie,3,h,1360000.0,19/11/2016,11.4,3163,3.0,2.0,2,282.0,2010.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,u,765000.0,19/11/2016,11.4,3163,2.0,1.0,1,134.0,1965.0,Glen Eira,Southern Metropolitan,7822
Carnegie,5,h,1900000.0,19/11/2016,11.4,3163,5.0,3.0,1,564.0,1930.0,Glen Eira,Southern Metropolitan,7822
Carnegie,1,u,350000.0,19/11/2016,11.4,3163,1.0,1.0,1,0.0,1980.0,Glen Eira,Southern Metropolitan,7822
Carnegie,3,h,1430000.0,22/05/2016,11.4,3163,3.0,2.0,2,603.0,1945.0,Glen Eira,Southern Metropolitan,7822
Carnegie,3,h,1490000.0,22/08/2016,11.4,3163,3.0,2.0,1,371.0,1915.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,u,572000.0,22/08/2016,11.4,3163,2.0,2.0,1,0.0,2014.0,Glen Eira,Southern Metropolitan,7822
Carnegie,4,t,1100000.0,23/04/2016,11.4,3163,4.0,3.0,2,305.0,1996.0,Glen Eira,Southern Metropolitan,7822
Carnegie,3,h,1125000.0,23/04/2016,11.4,3163,3.0,1.0,1,604.0,1925.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,u,601000.0,25/02/2017,11.4,3163,2.0,1.0,1,132.0,1970.0,Glen Eira,Southern Metropolitan,7822
Carnegie,2,u,405000.0,25/02/2017,11.4,3163,2.0,1.0,1,967.0,1970.0,Glen Eira,Southern Metropolitan,7822
